#{"t_start": 1779876392.5295131, "env_id": "None"}
r,l,t
-40.726374,200,0.813299
-95.768295,200,1.261146
-23.52678,200,1.658681
-80.205996,200,2.043141
-92.103231,200,2.438662
-37.989659,200,2.802718
-81.394041,200,3.918374
-86.927745,200,4.324057
-37.34232,200,4.718312
-41.179236,200,5.12618
-46.901395,200,12.183926
-61.698493,200,12.650534
-81.416211,200,13.748147
-55.831484,200,14.151015
-99.416377,200,14.548949
-95.070329,200,14.874727
-72.281803,200,15.265989
-48.480255,200,15.717292
-46.680179,200,16.88889
-51.972776,200,17.225341
-47.562496,200,20.647912
-82.500215,200,21.077651
-61.830583,200,21.476056
-71.243731,200,21.846203
-49.954301,200,22.217426
-51.424391,200,23.290783
-63.064369,200,23.660394
-23.629416,200,24.032741
-105.895585,200,24.42236
-72.143813,200,24.907961
-71.632532,200,28.395609
-72.686333,200,29.596867
-75.741872,200,30.041291
-75.5883,200,30.429188
-81.772972,200,30.837891
-75.012803,200,31.18682
-57.262961,200,31.646119
-19.634567,200,32.810208
-50.25107,200,33.274271
-69.289095,200,33.63126
-68.014936,200,37.143403
-50.217884,200,37.550782
-88.188242,200,37.926798
-86.124839,200,39.031422
-67.758679,200,39.472741
-72.275847,200,39.841711
-80.178615,200,40.292446
-51.703814,200,40.723178
-55.767326,200,41.175386
-56.115681,200,41.604053
-73.638302,200,46.320328
-52.09955,200,49.872191
-76.702874,200,50.252009
-70.465363,200,50.605167
-40.959027,200,50.937394
-77.653101,200,51.360834
-14.193483,159,52.377063
-72.735631,200,52.835669
-72.879433,200,53.26219
-34.654272,200,53.648233
-49.789183,200,54.056573
-73.718129,200,57.557741
-39.694436,200,58.700103
-78.186693,200,59.096426
-27.272089,200,59.470373
-45.759405,200,59.880643
-70.949972,200,60.310019
-59.871783,200,60.759026
-71.052768,200,61.913896
-43.175456,200,62.359932
9.782475,4,62.366148
-14.307247,200,62.792025
-13.405717,149,63.074696
-54.832992,200,66.511812
-64.614955,200,66.937296
-39.981276,200,67.346175
-47.738758,200,68.45115
-45.93151,200,68.889581
-21.929037,200,69.269711
-23.779514,200,69.664825
-82.663088,200,70.047739
-20.701846,200,70.537452
-34.875827,200,71.5826
-56.302175,200,75.073095
-38.299294,200,75.507544
-30.617416,200,75.889011
-54.915545,200,76.279155
-57.568027,200,76.715422
-38.902072,200,81.423495
-70.894082,200,81.859115
-90.384177,200,82.218433
-69.068807,200,82.687631
-32.997757,200,83.10946
-35.707603,200,86.48144
-67.089921,200,86.862999
-68.586738,200,87.978256
-31.249046,200,88.388622
-21.522622,200,88.786755
-41.141663,200,89.190041
-36.063545,200,89.632739
-37.720068,200,90.015532
-18.63229,200,91.085601
-28.789872,200,91.473635
-39.316369,200,95.065095
-33.452254,200,95.419858
-50.008004,200,95.789715
-33.890747,200,96.177348
-36.212315,200,97.186185
-21.251294,200,97.638021
-4.443508,127,97.862175
-4.018841,120,98.068997
-58.05982,200,98.458796
-62.288444,200,98.950698
-19.135924,200,99.373851
-53.071466,200,103.608833
-33.512116,200,103.997325
-72.790948,200,104.43616
-20.309085,200,104.863406
-83.211728,200,105.244524
-61.701218,200,105.653462
-51.40825,200,106.761628
-2.992511,111,106.971941
-61.215633,200,107.409635
-38.672961,200,107.780846
-43.470966,200,108.214799
-3.46588,136,111.655031
-40.004801,200,112.067478
7.790687,26,112.133051
-10.933475,195,113.175217
-14.493491,143,113.419061
3.638271,91,113.599518
-20.908221,200,117.655
-60.828688,200,118.045222
-25.787888,200,118.467949
-48.338411,200,118.928896
-0.425836,104,119.189776
-36.425137,200,120.062043
-17.17442,200,120.423566
-63.728484,200,123.896744
-62.804066,200,124.281541
-41.216438,200,124.641002
-50.868276,200,125.091869
-53.65075,200,126.028254
-34.843705,200,126.439488
-26.205983,200,126.852908
-21.138395,200,127.287854
-42.629231,200,127.646864
-4.558711,99,127.829965
-2.879649,92,127.998931
-34.020545,200,132.103604
-66.830072,200,132.532459
-28.771254,200,132.919264
-2.682894,110,133.115936
-14.951828,153,133.404256
-40.312806,200,133.840625
-10.134513,161,134.153872
-36.545956,200,134.555624
0.723113,68,135.223451
-17.380841,177,135.517191
-4.17888,121,135.735291
-11.758224,155,136.05519
-64.155539,200,136.414464
-34.419441,200,140.019926
0.561912,82,140.157574
-40.921916,200,140.543502
-43.073834,200,141.341407
-2.927155,96,141.535766
-40.996617,200,141.988226
-45.285162,200,142.370378
4.947116,52,142.485918
-61.111749,200,142.863657
-0.830164,132,143.126098
-3.086351,99,143.303841
-54.249069,200,144.109424
-61.077029,200,144.503279
-25.316619,199,148.048084
-38.492277,200,148.429018
-8.096154,115,148.675643
8.215418,25,148.734342
-13.405535,126,149.013078
-44.537935,200,149.375837
3.25233,65,149.511711
-2.691638,103,153.714034
-0.223489,86,153.893176
-11.495718,128,154.131028
5.113415,52,154.22631
-51.398601,200,154.671158
-65.310607,200,155.022061
0.95694,77,155.218481
-12.841247,147,155.479281
-22.120245,200,159.02968
-20.774317,170,159.816224
-0.347142,90,159.991758
-27.571041,200,160.414843
-47.454105,200,160.76576
-10.64846,113,161.026969
-10.565002,128,161.277623
-0.529655,105,161.462101
-4.641008,117,161.68301
1.534884,81,161.836953
-0.941216,83,162.021843
-0.239158,97,162.625467
2.747163,60,162.728576
-52.2446,200,163.157413
1.979728,59,163.262712
-51.468852,200,163.677959
-15.393295,147,167.050788
-0.523393,95,167.22808
-43.419595,200,167.661427
-39.623409,200,168.058051
-22.440052,200,168.957136
4.735634,46,169.087084
8.672522,18,169.138568
-31.410075,181,169.527656
-16.262952,157,169.803592
-7.69307,120,170.062337
-24.498271,172,170.372324
0.455605,75,170.55203
0.367107,75,170.682659
-65.633937,200,171.088408
2.545049,65,171.218189
