#{"t_start": 1779876392.398065, "env_id": "None"}
r,l,t
-67.675821,200,0.943937
-82.785066,200,1.391596
-93.687437,200,1.789522
-51.895888,200,2.173869
-75.285576,200,2.569108
-70.466066,200,2.933541
-67.236539,200,4.049231
-81.503651,200,4.45489
-76.605886,200,4.84911
-50.646843,200,5.256695
-90.563953,200,12.314272
-75.512744,200,12.78133
-49.313382,200,13.878872
-59.702984,200,14.281546
-62.006867,200,14.679804
-83.422848,200,15.005569
-79.105621,200,15.396817
-40.12622,200,15.848147
-74.657217,200,17.019766
-81.587892,200,17.356209
-57.713284,200,20.778717
-67.047157,200,21.20812
-76.023734,200,21.606546
-57.67024,200,21.976712
-96.949706,200,22.347936
-37.660028,200,23.421638
-58.129877,200,23.79122
-64.219083,200,24.1636
-58.086654,200,24.553156
-64.198476,200,25.03876
-24.994608,200,28.526191
-40.25246,200,29.727357
-76.880931,200,30.172099
-87.557781,200,30.56003
-64.129746,200,30.968665
-64.167999,200,31.317503
-51.416432,200,31.776967
-30.044323,200,32.940981
-51.297817,200,33.404856
-59.062083,200,33.76211
-68.167827,200,37.274183
-67.729419,200,37.681317
-69.458899,200,38.057617
-68.693267,200,39.162273
-51.671662,200,39.603552
-46.551232,200,39.972255
-80.23173,200,40.422926
-61.495249,200,40.853965
-58.075834,200,41.306225
-69.751875,200,41.734681
-86.46963,200,46.451156
-59.29111,200,50.002742
-33.499153,200,50.382796
-82.747091,200,50.736
-54.787206,200,51.06823
-47.061242,200,51.491647
-55.8063,200,52.632894
-58.303136,200,53.067545
-50.784643,200,53.469328
-93.573409,200,53.859475
-76.64994,200,54.268318
-38.2607,200,57.7696
-53.864536,200,58.894848
-51.591366,200,59.30145
-49.197443,200,59.674445
-30.228975,200,60.107876
-33.696172,200,60.532899
-86.069745,200,61.012775
-46.359435,200,62.147057
-70.042516,200,62.561083
-63.904654,200,62.991993
-67.691434,200,66.457107
-44.180864,200,66.795849
-39.875322,200,67.244676
-69.787094,200,67.635565
-88.745136,200,68.773475
-74.116876,200,69.208685
-49.726584,200,69.576694
-79.631836,200,69.963824
-90.830566,200,70.405334
-79.305927,200,70.825727
-44.46507,200,74.964746
-48.499237,200,75.408583
-37.854907,200,75.814393
-47.762798,200,76.188762
-77.34984,200,76.605523
-31.407428,200,77.006493
-68.278244,200,81.72673
-79.215987,200,82.159899
-46.546647,200,82.560435
-41.208618,200,82.992087
-46.490253,200,83.39624
-23.408162,200,86.790943
-83.040272,200,87.91504
-23.820784,200,88.29995
-48.806081,200,88.698165
-56.147828,200,89.109843
-40.017656,200,89.483486
-76.091276,200,89.940101
-64.652669,200,90.33784
-64.654657,200,91.38252
-47.040465,200,91.780562
-39.198436,200,95.363517
3.626084,56,95.458472
-6.346026,150,95.718424
-21.881169,200,96.094372
-40.781276,200,96.475919
-32.542041,200,97.535386
-58.727746,200,97.940864
-45.343689,200,98.280397
-56.878188,200,98.692127
-69.082049,200,99.191649
-32.338589,200,99.645328
-73.683091,200,103.819793
-47.190892,200,104.223691
-71.656305,200,104.673326
-49.407788,200,105.094089
5.547166,54,105.193666
-24.095935,200,105.550308
-51.094203,200,106.024713
-81.649809,200,107.080501
0.7216,85,107.279819
-56.497829,200,107.680151
-65.610462,200,108.049211
-35.196726,200,108.491992
-8.900235,125,111.918114
-26.471693,200,112.367315
-62.43747,200,113.378783
-33.458306,200,113.744362
-65.480014,200,117.800353
-45.588847,200,118.194361
-58.365787,200,118.617599
-50.00409,200,119.0749
-25.992056,200,119.938071
-51.259534,200,120.3788
-54.552429,200,123.783896
-22.142782,200,124.222964
-40.312774,200,124.594855
-9.89742,146,124.884402
-48.832385,200,125.343729
-67.40751,200,126.256332
-19.526722,200,126.695088
-36.699088,200,127.119586
-52.185862,200,127.518746
-64.640208,200,127.875255
-0.829104,79,128.032022
-40.831433,200,131.558183
-6.049108,97,132.308688
-4.049742,147,132.637918
-39.81959,200,133.020504
-22.182795,200,133.387869
-15.756145,164,133.706186
-48.375215,200,134.128167
-42.622742,200,134.522751
-53.200024,200,135.44389
-34.526264,200,135.798954
4.644269,49,135.875881
-42.864659,200,136.274617
0.419023,90,136.448692
-21.095789,188,139.992944
-4.137425,117,140.227593
-12.441066,156,140.519816
-3.513235,101,140.707065
-25.006901,200,141.532033
-28.540129,200,141.953553
-5.742994,140,142.247627
3.140476,78,142.389577
-53.752041,200,142.779704
-33.785374,200,143.172396
-52.033754,200,143.564655
-14.517877,158,144.28308
-5.75723,109,144.509941
-32.195265,200,148.002212
-49.045019,200,148.426994
-6.201853,100,148.636641
-15.721579,172,149.016876
-14.785251,142,149.282395
-13.163112,148,149.554626
2.816006,63,149.696892
3.482515,53,153.798662
-44.492601,200,154.186488
-51.160202,200,154.611882
-7.98418,123,154.851048
-10.719604,130,155.075512
-18.42699,179,155.471059
3.905719,55,155.561571
-37.944211,200,159.113803
0.262348,89,159.255832
-10.435337,149,160.009196
6.48713,39,160.092029
-2.882232,89,160.297021
-21.02477,169,160.62188
-22.483913,171,160.922648
2.99446,67,161.074944
-24.169645,200,161.479499
-18.947431,165,161.789736
-3.990144,102,161.97699
-0.572553,87,162.171093
-25.286067,200,162.944082
-24.738455,194,163.368872
-5.279707,119,163.637885
-38.410864,200,167.111383
-24.951207,169,167.426804
0.786924,87,167.621493
-58.305126,200,168.025769
-18.780707,157,168.79267
-2.672491,105,169.03792
-16.111483,173,169.48079
-23.487362,171,169.80297
9.953759,1,169.804596
-57.727551,200,170.202433
-20.779686,166,170.50051
-9.863783,129,170.773042
-23.665056,191,171.160451
-25.75139,200,171.883269
