#{"t_start": 1779876030.7509515, "env_id": "None"}
r,l,t
0.0,200,2.114114
0.0,200,2.534978
0.0,200,2.944969
0.0,200,3.380759
0.0,200,3.819582
0.0,200,4.246388
0.0,200,5.374004
0.0,200,5.756007
0.0,200,6.102944
0.0,200,6.494904
0.0,200,9.993199
0.0,200,10.458119
0.0,200,11.607329
0.0,200,14.982503
0.0,200,15.345292
0.0,200,15.836252
0.0,200,16.203475
0.0,200,16.605027
0.0,200,17.820755
0.0,200,18.228246
0.0,200,21.741275
0.0,200,22.149648
0.0,200,22.542055
0.0,200,22.922026
0.0,200,23.242665
0.0,200,24.337366
0.0,200,24.683614
0.0,200,25.070621
0.0,200,25.449171
0.0,200,25.796699
0.0,200,29.207008
0.0,200,30.36796
0.0,200,30.791786
0.0,200,31.15273
0.0,200,31.502224
0.0,200,31.896836
0.0,200,32.272031
1.0,13,32.298709
0.0,200,33.463177
0.0,200,33.86573
0.0,200,34.276558
0.0,200,37.619283
0.0,200,38.020949
0.0,200,38.520492
0.0,200,39.67732
0.0,200,40.085705
0.0,200,40.423869
0.0,200,40.786978
0.0,200,41.195936
0.0,200,41.63914
0.0,200,42.752402
0.0,200,43.12794
0.0,200,46.611808
0.0,200,46.992177
0.0,200,50.304441
0.0,200,50.707345
0.0,200,51.110511
0.0,200,52.351873
0.0,200,52.797178
0.0,200,53.206716
0.0,200,53.55151
0.0,200,53.920264
0.0,200,57.491002
0.0,200,58.615296
0.0,200,59.119277
0.0,200,59.603251
0.0,200,60.080705
0.0,200,60.48238
0.0,200,60.923003
0.0,200,62.092986
1.0,9,62.105204
1.0,44,62.177339
0.0,200,62.57355
0.0,200,63.089342
0.0,200,67.038117
0.0,200,67.464835
0.0,200,67.856715
0.0,200,68.986691
0.0,200,69.358874
0.0,200,69.77854
0.0,200,70.165944
0.0,200,70.547916
0.0,200,70.99594
0.0,200,72.207206
0.0,200,75.765237
0.0,200,76.158361
0.0,200,76.541618
0.0,200,77.000911
0.0,200,77.461934
0.0,200,77.848928
0.0,200,79.055277
0.0,200,79.425431
0.0,200,79.800263
0.0,200,80.259897
0.0,200,86.828385
0.0,200,87.224148
0.0,200,88.437577
0.0,200,88.866543
0.0,200,89.390815
0.0,200,89.90806
0.0,200,90.326051
0.0,200,90.71341
0.0,200,91.90817
0.0,200,92.341817
0.0,200,92.784851
0.0,200,96.48121
0.0,200,96.893459
0.0,200,97.324569
0.0,200,98.547687
0.0,200,98.916773
0.0,200,99.384531
0.0,200,99.811488
0.0,200,100.22399
0.0,200,100.618731
0.0,200,101.041389
0.0,200,105.344166
0.0,200,105.734771
0.0,200,106.146328
0.0,200,106.597574
0.0,200,106.960144
0.0,200,107.355174
0.0,200,108.572499
0.0,200,108.949609
0.0,200,109.356004
0.0,200,109.79341
0.0,200,113.286105
0.0,200,113.754243
0.0,200,114.97404
0.0,200,115.442724
0.0,200,115.906324
0.0,200,116.300192
0.0,200,116.773754
0.0,200,117.219471
0.0,200,121.36724
0.0,200,121.767356
0.0,200,125.359795
0.0,200,125.779532
0.0,200,126.217341
0.0,200,126.625904
0.0,200,127.071398
0.0,200,128.243797
0.0,200,128.623743
0.0,200,129.014394
0.0,200,129.393553
0.0,200,129.817607
0.0,200,130.245022
0.0,200,134.606699
0.0,200,135.090424
0.0,200,135.573894
0.0,200,136.109415
0.0,200,136.59142
0.0,200,137.059508
0.0,200,138.259891
0.0,200,138.72865
0.0,200,139.167307
0.0,200,139.632216
0.0,200,143.232111
0.0,200,143.608985
0.0,200,144.774537
0.0,200,145.18437
0.0,200,145.576005
0.0,200,145.940543
0.0,200,146.432986
0.0,200,146.842691
0.0,200,147.234174
0.0,200,148.496151
0.0,200,152.015491
0.0,200,152.438995
0.0,200,152.820765
0.0,200,153.254699
0.0,200,156.668153
0.0,200,157.951453
0.0,200,158.325602
0.0,200,158.702517
0.0,200,159.102579
0.0,200,159.501657
0.0,200,163.037409
0.0,200,164.291533
0.0,200,164.741005
0.0,200,165.183044
0.0,200,165.577081
0.0,200,165.991327
0.0,200,166.41829
0.0,200,167.637586
0.0,200,168.028691
0.0,200,168.440426
0.0,200,172.054904
0.0,200,172.450562
0.0,200,172.992592
0.0,200,173.384272
0.0,200,174.590974
0.0,200,175.093061
0.0,200,175.460289
0.0,200,175.924419
0.0,200,176.312897
0.0,200,176.709212
0.0,200,177.950442
