#{"t_start": 1779876030.6570234, "env_id": "None"}
r,l,t
0.0,200,2.207781
0.0,200,2.628481
0.0,200,3.038551
0.0,200,3.474323
0.0,200,3.913202
0.0,200,4.339895
0.0,200,5.46753
0.0,200,5.849677
0.0,200,6.196564
0.0,200,6.588566
0.0,200,10.086712
0.0,200,10.551779
0.0,200,11.700852
0.0,200,15.076123
0.0,200,15.438961
0.0,200,15.929876
0.0,200,16.297128
0.0,200,16.698697
0.0,200,17.914316
0.0,200,18.321752
0.0,200,21.834938
0.0,200,22.24331
0.0,200,22.635705
0.0,200,23.015659
0.0,200,23.336316
0.0,200,24.430948
0.0,200,24.777281
0.0,200,25.164282
0.0,200,25.542797
0.0,200,25.890326
0.0,200,29.300591
0.0,200,30.461622
0.0,200,30.885436
0.0,200,31.246377
0.0,200,31.595836
0.0,200,31.990502
0.0,200,32.365659
0.0,200,33.537323
0.0,200,33.933101
0.0,200,34.344647
0.0,200,37.694671
0.0,200,38.087657
0.0,200,38.58673
0.0,200,39.748311
0.0,200,40.158769
0.0,200,40.498795
0.0,200,40.859311
0.0,200,41.263226
0.0,200,41.708055
0.0,200,42.078018
0.0,200,43.199622
0.0,200,46.679821
0.0,200,47.058927
0.0,200,50.379524
0.0,200,50.781725
0.0,200,51.18495
0.0,200,52.411394
0.0,200,52.867402
0.0,200,53.274636
1.0,1,53.278035
0.0,200,53.627885
0.0,200,53.992504
0.0,200,57.56795
0.0,200,58.680279
0.0,200,59.195125
0.0,200,59.665761
0.0,200,60.141925
0.0,200,60.553999
0.0,200,60.985107
0.0,200,62.169944
0.0,200,62.536351
0.0,200,63.010386
0.0,200,67.029233
0.0,200,67.405729
0.0,200,67.827167
0.0,200,68.964225
0.0,200,69.330496
0.0,200,69.753514
0.0,200,70.129315
0.0,200,70.511821
0.0,200,70.944246
0.0,200,71.422178
0.0,200,75.713886
0.0,200,76.132751
0.0,200,76.503137
0.0,200,76.94928
0.0,200,77.407227
0.0,200,77.82214
0.0,200,79.045322
0.0,200,79.406553
0.0,200,79.782852
0.0,200,80.21308
0.0,200,80.681353
0.0,200,87.21082
0.0,200,88.380285
0.0,200,88.817395
0.0,200,89.324386
0.0,200,89.817098
0.0,200,90.307641
0.0,200,90.6967
0.0,200,91.85649
0.0,200,92.328363
0.0,200,92.747838
0.0,200,96.449931
0.0,200,96.857112
0.0,200,97.299007
0.0,200,97.737097
0.0,200,98.90229
0.0,200,99.323003
0.0,200,99.791664
0.0,200,100.200525
0.0,200,100.556279
0.0,200,101.023968
0.0,200,105.298734
0.0,200,105.72004
0.0,200,106.135476
0.0,200,106.582034
0.0,200,106.936683
0.0,200,107.330144
0.0,200,108.520264
0.0,200,108.924174
0.0,200,109.337747
0.0,200,109.73813
0.0,200,113.271829
0.0,200,113.671863
0.0,200,114.938501
0.0,200,115.408486
0.0,200,115.879054
0.0,200,116.264568
0.0,200,116.714527
0.0,200,117.165167
0.0,200,117.607479
0.0,200,121.749092
0.0,200,122.184465
0.0,200,125.737665
0.0,200,126.199362
0.0,200,126.613049
0.0,200,127.048796
0.0,200,128.188634
0.0,200,128.61135
0.0,200,128.987709
0.0,200,129.37548
0.0,200,129.756806
0.0,200,130.168963
0.0,200,134.579727
0.0,200,135.031815
0.0,200,135.548319
0.0,200,136.06221
0.0,200,136.547352
0.0,200,137.001796
0.0,200,138.230969
0.0,200,138.680093
0.0,200,139.109388
0.0,200,139.580324
0.0,200,143.160912
0.0,200,143.597543
0.0,200,143.972301
0.0,200,145.128268
0.0,200,145.550728
0.0,200,145.915899
0.0,200,146.331628
0.0,200,146.818632
0.0,200,147.188477
0.0,200,148.465171
0.0,200,152.002257
0.0,200,152.415689
0.0,200,152.8056
0.0,200,153.232889
0.0,200,153.644743
0.0,200,157.891743
0.0,200,158.303739
0.0,200,158.670942
0.0,200,159.059465
0.0,200,159.473168
0.0,200,159.882576
0.0,200,164.194423
0.0,200,164.666919
0.0,200,165.154509
0.0,200,165.555775
0.0,200,165.943995
0.0,200,166.40308
0.0,200,166.820419
0.0,200,167.99807
0.0,200,168.4157
0.0,200,168.79956
0.0,200,172.436908
0.0,200,172.921128
0.0,200,173.334155
0.0,200,174.554944
0.0,200,175.077442
0.0,200,175.444625
0.0,200,175.866589
0.0,200,176.297074
0.0,200,176.660768
0.0,200,177.899224
