#{"t_start": 1779962335.795572, "env_id": "None"}
r,l,t
-132.387625,200,1.828388
-122.467028,200,2.293652
-171.756209,200,2.651402
-137.048353,200,3.089689
-132.60954,200,3.574406
-163.439089,200,3.916965
-168.070562,200,5.650397
-124.367477,200,6.153229
-155.712393,200,6.584273
-135.722505,200,7.069655
-131.76254,200,10.530541
-148.290339,200,10.933184
-208.586511,200,12.726094
-161.434032,200,13.150558
-140.156315,200,13.580455
-152.661306,200,13.993094
-125.918583,200,14.459825
-124.53879,200,15.000566
-124.416494,200,19.754968
-146.905329,200,20.257238
-131.421041,200,23.636423
-138.456489,200,24.040753
-146.697834,200,24.410361
-140.45468,200,24.820058
-113.26688,200,25.268202
-123.000752,200,27.459026
-184.53348,200,27.910166
-168.506332,200,28.328849
-111.142874,200,28.764591
-134.125714,200,29.176427
-136.562177,200,32.523711
-107.625886,200,34.425988
-130.901184,200,34.846975
-143.011884,200,35.238641
-131.015643,200,35.661827
-129.358115,200,36.07953
-120.609138,200,36.517174
-108.670283,200,38.390675
-122.949763,200,38.778011
-166.536725,200,39.267485
-139.754973,200,42.68989
-160.057626,200,43.125875
-180.514531,200,43.622745
-100.690703,200,45.548305
-93.816054,200,45.948004
-103.076795,200,46.521972
-136.86915,200,47.108245
-205.686078,200,47.549842
9.838132,3,47.554601
-103.862358,200,48.130107
-177.061689,200,49.91065
-127.296012,200,50.241539
7.736785,11,50.260888
-141.426678,200,56.499748
-144.262382,200,56.859407
-130.771746,200,57.35874
-145.661352,200,57.927805
-111.663624,200,58.319017
-155.30959,200,60.131317
-110.103105,200,60.6412
-118.307555,200,61.170202
-134.113995,200,61.766426
-139.727612,200,62.156626
-84.236649,200,65.523334
-117.868492,200,67.46544
-75.511294,200,67.961281
-147.78721,200,68.406379
-125.116946,200,68.82871
-105.318238,200,69.272854
-83.721974,200,69.79558
-135.542926,200,71.566015
-101.126271,200,71.923235
-92.962238,200,72.396168
-123.468325,200,75.766401
-143.697728,200,76.265287
-151.459498,200,76.803062
-14.160506,93,77.042121
-137.55892,200,79.264931
-90.953213,200,79.826744
-142.624785,200,80.254213
-97.122287,200,80.861871
-112.112251,200,81.329195
-86.811661,200,81.822941
-6.755063,62,81.954026
-84.706028,200,84.06389
-120.837589,200,90.422585
-154.826713,200,90.904484
-77.363817,200,91.304562
-139.218911,200,91.77948
-116.781268,200,92.380377
-90.169024,200,94.337429
-129.952285,200,94.803867
-121.871514,200,95.282365
-161.310923,200,95.809751
-105.67004,200,96.308584
-85.327198,200,99.614389
-147.932468,200,101.971203
-94.181215,200,102.498917
-62.21964,200,103.134855
-62.489997,200,103.579348
-115.962171,200,104.043723
-93.203193,200,104.703769
-131.754007,200,105.339156
-87.114863,200,107.686047
-59.762489,200,108.05813
-115.79994,200,111.389245
-95.777751,200,112.047354
-106.519716,200,112.603076
-99.341096,200,113.111221
-85.842612,200,115.337292
-121.302201,200,115.863471
-96.273937,200,116.440193
-122.9467,200,116.958407
-80.22225,200,117.408051
5.55306,17,117.445427
-84.978783,200,117.880244
-59.907309,200,125.934664
-102.186242,200,126.360256
-115.674404,200,126.736246
-93.540362,200,127.219049
-66.18475,200,127.717249
-107.285601,200,128.207247
-55.075145,200,130.207185
-59.469343,200,130.915784
-95.979208,200,131.364076
-100.288688,200,131.711383
-94.750922,200,135.338873
-112.83597,200,135.888726
-52.171586,200,136.422432
-55.836309,200,138.377604
-82.036315,200,138.965453
-105.881343,200,139.555347
-70.170928,200,140.057064
-72.448806,200,140.522407
-104.823214,200,140.927973
-69.372464,200,142.978579
-86.929938,200,143.49887
-91.900648,200,146.965726
-87.257573,200,147.51613
-93.980881,200,147.98403
-86.637765,200,148.414339
-83.312798,200,150.45658
-91.436627,200,150.873005
-46.970447,200,151.341202
-76.921599,200,151.872762
-109.82481,200,152.342728
-100.38401,200,152.824974
-70.857615,200,160.864974
-61.010385,200,161.417666
-95.346734,200,161.875322
-83.474276,200,162.344525
-54.152894,200,162.783639
-65.579312,200,163.203019
-83.937224,200,163.651088
-72.335197,200,165.566267
-66.5263,200,165.955972
-56.692507,200,166.38994
-84.017557,200,169.731096
-59.457212,200,170.217169
-63.439844,200,170.658697
-87.671452,200,172.521178
-65.218206,200,172.997483
8.862469,13,173.034042
-75.617381,200,173.435152
-72.124188,200,173.924643
-81.356449,200,174.291991
-71.5171,200,174.812979
-52.424572,200,176.600815
-62.454968,200,180.136459
-64.08004,200,180.579923
-75.833574,200,181.014966
-91.960398,200,181.406569
-76.592718,200,181.820542
-73.266592,200,183.875014
-65.745679,200,184.274171
-59.921777,200,184.606025
-6.34802,47,184.676408
-50.987913,200,185.088957
-42.675646,200,185.493293
-65.835253,200,188.99363
-44.602783,200,190.868102
-85.169145,200,191.190289
-78.226404,200,191.589751
-54.699927,200,192.108149
-52.232184,200,195.494988
-96.325596,200,196.023623
-92.563024,200,196.400084
-52.927292,200,198.182759
-57.806093,200,198.636483
-67.928189,200,199.017905
-53.521289,200,202.431084
-50.30545,200,202.825088
-62.483629,200,203.317257
8.736729,9,203.331348
-73.769842,200,205.210141
-61.835448,200,205.699669
-78.541797,200,206.126788
-56.545744,200,206.644064
-70.659214,200,207.187784
-83.88188,200,207.653384
-87.54111,200,209.488439
