#{"t_start": 1779961019.45139, "env_id": "None"}
r,l,t
-65.025346,200,1.875147
-22.455956,200,2.282668
-80.448253,200,2.708108
-80.556138,200,3.159585
-36.813071,200,3.62856
-45.452529,200,4.143749
-33.227071,200,6.016022
-55.690226,200,6.440408
-83.435072,200,6.851736
-35.830937,200,7.246043
-43.247054,200,15.915511
-78.666448,200,16.465976
-2.239672,90,16.678012
-83.850735,200,18.666596
-87.331772,200,19.08755
-61.261027,200,19.59231
-62.536278,200,19.968766
-53.014106,200,20.30427
-58.309551,200,20.6599
-96.65621,200,22.51497
-82.133939,200,22.877027
-84.746496,200,26.273139
-82.138165,200,26.654086
-36.988632,200,27.13483
-105.194085,200,27.542658
-52.692805,200,29.455944
-39.926939,200,29.940032
-83.456086,200,30.285455
-58.480955,200,30.726242
-70.454914,200,31.072629
-74.058106,200,31.446578
-42.754112,200,36.345851
-53.487794,200,36.771251
-42.897053,200,37.110267
-64.012051,200,37.616707
-80.799034,200,38.080827
-74.588753,200,38.464093
-54.53538,200,38.859729
-64.876087,200,40.686049
-80.114774,200,41.158093
-27.360066,200,41.636392
-101.849409,200,44.980957
-22.921475,200,45.44894
-0.745906,102,45.630147
-62.740248,200,50.497005
-63.420398,200,50.966792
-72.347648,200,51.358633
-68.069571,200,51.869473
-68.670742,200,52.228418
-65.706857,200,52.745031
-42.616922,200,53.090324
-56.270248,200,54.967661
-76.486475,200,58.296748
-39.040459,200,58.758969
-42.319347,200,59.205242
-62.863434,200,59.703366
-58.230723,200,60.245245
-79.806401,200,62.258302
-60.529728,200,62.693651
-82.301493,200,63.113657
-88.905522,200,63.561161
-49.57148,200,64.046705
-52.530601,200,67.726344
-35.312643,200,69.838474
-85.71608,200,70.409287
-79.926799,200,70.874768
-81.921227,200,71.453479
-44.030441,200,71.836835
-48.281317,200,72.327538
9.954939,1,72.329508
-62.45608,200,74.506726
-66.620521,200,74.899817
-32.736943,200,75.472664
-38.539379,200,79.129659
-45.354553,200,79.578845
-27.309086,200,80.000102
-40.536498,200,80.424893
-57.431063,200,83.801531
-74.071528,200,84.28901
-63.587884,200,84.739789
-53.616488,200,85.224079
-25.131924,200,85.694176
-80.08281,200,86.096113
-92.872753,200,91.226065
-45.343701,200,91.664906
-56.044228,200,92.126564
-63.127683,200,92.565973
-64.120154,200,93.111177
-32.479763,200,93.473353
-81.075927,200,95.360162
-93.926799,200,95.819443
-35.347596,200,96.318387
9.974476,1,96.321851
-29.064504,200,96.821846
-54.806048,200,97.204959
-47.32844,200,100.703562
-37.889413,200,102.64958
-46.173991,200,103.149441
-74.370288,200,103.556267
-59.313033,200,103.99955
-72.918208,200,104.357043
-38.627433,200,104.751079
-44.794954,200,105.12284
-35.607374,200,106.924949
4.513142,79,107.105241
-38.068671,200,107.453099
-52.759103,200,110.941386
-43.295103,200,111.348226
-62.547737,200,111.710416
-28.190946,200,113.343903
-37.259653,200,113.804526
9.952551,1,113.807263
-87.311466,200,114.177511
-77.26739,200,114.5763
-49.568909,200,117.212885
-65.841079,200,117.624339
-49.669015,200,118.076749
-16.668179,200,122.877125
-58.372103,200,123.249302
-33.66808,200,123.640244
-57.745437,200,124.063449
-58.097542,200,124.526101
-24.78412,200,124.97221
-64.226709,200,126.62661
-47.90335,200,126.95833
-57.064423,200,127.481465
-47.201145,200,127.856944
-58.953045,200,131.298799
-38.545006,200,131.68956
-62.437011,200,133.245845
-14.953904,174,133.651231
-47.375343,200,134.095524
-68.338027,200,134.549182
-56.747997,200,134.923195
-45.366054,200,135.333866
-3.104855,122,135.634639
2.766983,81,136.925619
-0.145647,88,137.144075
-16.61824,196,137.558956
-14.251751,180,140.944445
