#{"t_start": 1779961019.1393054, "env_id": "None"}
r,l,t
-87.878115,200,2.185277
-74.079902,200,2.59277
-90.209723,200,3.01826
-71.842025,200,3.470462
-94.753015,200,3.93938
-64.703025,200,4.454074
-73.417059,200,6.327049
-54.521247,200,6.749816
-33.428451,200,7.162271
-80.066849,200,7.557036
-61.08555,200,16.2264
-51.048842,200,16.776259
-61.893468,200,18.760357
-50.478534,200,19.190778
-59.034756,200,19.684121
-50.940818,200,20.107271
-58.20282,200,20.474651
-86.417466,200,20.81882
-86.796659,200,22.656116
-49.57219,200,23.040072
-61.593268,200,26.353179
-73.757852,200,26.810533
-91.439835,200,27.269552
-77.892284,200,27.632528
-57.283235,200,28.060148
-50.773234,200,30.054243
-56.67209,200,30.439049
-67.623165,200,30.838105
-55.022012,200,31.222314
-82.307544,200,31.572549
-49.021777,200,34.906291
-66.447702,200,36.869708
-68.172708,200,37.271148
-93.068879,200,37.712981
9.96518,1,37.716875
-30.676143,200,38.244993
-61.13794,200,38.593585
-80.776176,200,39.008147
-85.838227,200,40.833142
-73.911188,200,41.282271
-59.119918,200,41.732603
-101.92256,200,45.146253
-80.788771,200,45.537042
-25.468188,200,45.957343
-75.877599,200,50.82899
-90.113019,200,51.299717
-51.296564,200,51.691278
-62.364029,200,52.198452
-44.640445,200,52.555602
-39.077429,200,53.073092
-48.231445,200,54.892018
-28.80853,200,55.294816
-54.062563,200,58.623789
-70.378116,200,59.091269
9.527027,9,59.116138
-82.957856,200,59.55529
-81.647214,200,60.055665
-71.922947,200,60.598598
-74.679554,200,62.615699
-31.854134,200,63.050104
-87.999232,200,63.463254
-74.904251,200,63.91409
-43.145463,200,64.387519
-36.9682,200,68.073599
-45.064376,200,70.181412
-46.497265,200,70.764124
-88.335975,200,71.21916
-52.43535,200,71.794593
-35.914341,200,72.190789
-66.807619,200,72.677512
-32.277308,200,74.851006
-48.638701,200,75.247972
-43.958168,200,75.818269
-62.136963,200,79.471753
-40.480481,200,79.937388
-36.518832,200,80.341638
-74.107059,200,83.708747
-56.117266,200,84.15279
-53.737078,200,84.638171
-58.098783,200,85.09926
-70.940137,200,85.577238
-37.502885,200,86.058793
-60.092792,200,86.44759
-31.153717,200,91.567657
-43.655799,200,92.016551
-41.284767,200,92.478196
-28.183973,200,92.916893
-38.436578,200,93.461482
-34.851542,200,93.812287
-46.453652,200,95.709775
-27.717677,200,96.180789
-60.118392,200,96.680068
-80.519952,200,97.160048
-48.533742,200,97.565483
-61.246078,200,101.040244
-4.301075,114,101.365001
-62.696433,200,103.323858
-51.977731,200,103.732784
-51.675136,200,104.152809
-26.130997,200,104.542834
-69.891258,200,104.912424
-43.308778,200,105.300188
-31.871493,200,107.117773
-49.593668,200,107.512072
-41.629745,200,110.816612
-46.885366,200,111.388611
-1.234922,141,111.643902
-46.851996,200,112.008593
-39.682559,200,113.641299
-40.937712,200,114.094266
-58.68968,200,114.473515
-40.210184,200,114.872878
-70.969296,200,117.509606
-36.2969,200,117.920613
-60.352878,200,118.373398
-33.92585,200,123.172601
-13.804813,163,123.480881
-19.846494,200,123.8707
-58.459829,200,124.297662
1.898506,123,124.509724
-27.737358,200,125.032049
-64.086303,200,126.713683
-35.198554,200,127.066201
-77.430721,200,127.485157
-56.626629,200,127.924237
8.34946,26,127.969483
7.003571,38,128.043271
-58.297,200,131.502966
-39.526075,200,131.869472
-57.567063,200,133.382423
-21.737113,200,133.880116
-54.309707,200,134.319703
-38.614584,200,134.771782
-57.393767,200,135.179748
-12.475358,165,135.503678
-63.02195,200,135.974087
-44.633475,200,137.544981
1.611038,79,137.699629
-36.909259,200,141.121726
-4.557115,131,141.42506
-1.12142,96,141.613307
-49.277519,200,142.124233
-19.434026,200,142.580283
-40.608379,200,143.001474
-17.01759,174,144.344928
-58.650089,200,144.762424
