#{"t_start": 1779876212.265897, "env_id": "None"}
r,l,t
0.0,200,0.854563
0.0,200,1.293169
0.0,200,1.694724
0.0,200,2.087395
0.0,200,2.482255
0.0,200,2.842253
0.0,200,4.019113
0.0,200,4.405216
0.0,200,4.828796
0.0,200,5.247046
0.0,200,11.741629
0.0,200,12.174268
0.0,200,13.27377
0.0,200,13.746678
0.0,200,14.149307
0.0,200,14.558334
0.0,200,14.94248
0.0,200,15.308822
0.0,200,16.421905
0.0,200,16.837435
0.0,200,20.322756
0.0,200,20.734757
0.0,200,21.16702
0.0,200,21.615294
0.0,200,21.973212
0.0,200,23.131442
0.0,200,23.573122
0.0,200,23.970859
0.0,200,24.366447
0.0,200,24.77732
0.0,200,28.253562
0.0,200,29.379898
0.0,200,29.757301
0.0,200,30.209791
0.0,200,30.622633
0.0,200,31.049464
0.0,200,31.476381
0.0,200,32.645805
0.0,200,33.133519
0.0,200,33.617072
0.0,200,37.552879
0.0,200,38.03749
0.0,200,38.482827
0.0,200,39.657281
0.0,200,40.064573
0.0,200,40.45835
0.0,200,40.83956
0.0,200,41.193906
0.0,200,41.581135
0.0,200,41.965216
0.0,200,46.08295
0.0,200,49.743372
0.0,200,50.199093
0.0,200,50.632167
0.0,200,50.98489
0.0,200,51.356513
0.0,200,52.454375
0.0,200,52.863261
0.0,200,53.249059
0.0,200,53.61485
0.0,200,53.999398
0.0,200,57.566441
0.0,200,58.807425
0.0,200,59.242415
0.0,200,59.653474
0.0,200,60.053974
0.0,200,60.410272
0.0,200,60.822218
0.0,200,61.932083
0.0,200,62.340647
0.0,200,62.815567
0.0,200,66.387458
0.0,200,66.812228
0.0,200,67.359509
0.0,200,67.718459
0.0,200,68.928234
0.0,200,69.349133
0.0,200,69.774375
0.0,200,70.173285
0.0,200,70.643484
0.0,200,71.088279
0.0,200,75.391658
0.0,200,75.772321
0.0,200,76.173202
0.0,200,76.579839
0.0,200,76.939714
0.0,200,77.34532
0.0,200,78.500309
0.0,200,81.905547
0.0,200,82.358585
0.0,200,82.771297
0.0,200,83.144965
0.0,200,86.674989
0.0,200,87.869965
0.0,200,88.240947
0.0,200,88.627524
0.0,200,89.051147
0.0,200,89.528458
0.0,200,90.066478
0.0,200,90.47232
0.0,200,91.623927
0.0,200,92.024424
0.0,200,95.718804
0.0,200,96.147141
0.0,200,96.553088
0.0,200,96.954218
0.0,200,98.072508
0.0,200,98.449462
0.0,200,98.869618
0.0,200,99.246079
0.0,200,99.625926
0.0,200,99.991219
0.0,200,104.221659
0.0,200,104.656498
0.0,200,105.030811
0.0,200,105.522239
0.0,200,105.930684
0.0,200,106.400982
0.0,200,107.563303
0.0,200,107.962257
0.0,200,108.387826
0.0,200,108.757998
0.0,200,112.268625
0.0,200,112.670899
0.0,200,113.030813
0.0,200,117.496387
0.0,200,117.994118
0.0,200,118.407689
0.0,200,118.838114
0.0,200,119.260133
0.0,200,119.646351
0.0,200,120.8467
0.0,200,121.241464
0.0,200,124.874233
0.0,200,125.290143
0.0,200,125.732841
0.0,200,126.14147
0.0,200,127.258487
0.0,200,127.696077
0.0,200,128.085088
0.0,200,128.499504
0.0,200,128.876576
0.0,200,129.402233
0.0,200,133.632514
0.0,200,133.987038
0.0,200,134.396867
0.0,200,134.800091
0.0,200,135.170768
0.0,200,135.565549
0.0,200,136.013806
0.0,200,137.126443
0.0,200,137.587749
0.0,200,137.993971
0.0,200,141.618219
0.0,200,142.066527
0.0,200,142.456107
0.0,200,143.592169
0.0,200,143.988143
0.0,200,144.453469
0.0,200,144.854201
0.0,200,145.243803
0.0,200,145.639173
0.0,200,146.838413
0.0,200,153.862683
0.0,200,154.279875
0.0,200,154.698557
0.0,200,155.135658
0.0,200,155.526861
0.0,200,156.694477
0.0,200,157.107481
0.0,200,157.523479
1.0,38,157.584359
0.0,200,158.019873
0.0,200,158.458833
0.0,200,162.036177
0.0,200,163.24633
0.0,200,163.71547
0.0,200,164.092879
0.0,200,164.597525
0.0,200,165.049651
0.0,200,165.488006
0.0,200,165.91568
0.0,200,167.11412
0.0,200,167.468894
0.0,200,167.839058
0.0,200,171.496317
0.0,200,171.936271
0.0,200,172.368707
0.0,200,173.514341
0.0,200,173.887985
0.0,200,174.302555
0.0,200,174.763739
0.0,200,175.214153
0.0,200,175.610092
0.0,200,176.800998
