#{"t_start": 1779876212.6549406, "env_id": "None"}
r,l,t
0.0,200,0.466885
0.0,200,0.905504
0.0,200,1.307029
0.0,200,1.69983
0.0,200,2.094652
0.0,200,2.45528
0.0,200,3.631551
0.0,200,4.017556
0.0,200,4.441163
0.0,200,4.861336
0.0,200,11.35418
0.0,200,11.786629
0.0,200,12.886059
0.0,200,13.359196
0.0,200,13.761616
0.0,200,14.170786
0.0,200,14.554796
0.0,200,14.921774
0.0,200,16.034179
0.0,200,16.449808
0.0,200,19.935071
0.0,200,20.347766
0.0,200,20.77997
0.0,200,21.227629
0.0,200,21.585585
0.0,200,22.744419
0.0,200,23.185751
0.0,200,23.583227
0.0,200,23.978801
0.0,200,24.389662
0.0,200,27.866561
0.0,200,28.9922
0.0,200,29.369631
0.0,200,29.822802
0.0,200,30.234918
0.0,200,30.662472
0.0,200,31.089557
0.0,200,32.258846
0.0,200,32.746184
0.0,200,33.229408
0.0,200,37.16521
0.0,200,37.650345
0.0,200,38.09625
0.0,200,39.270284
0.0,200,39.677048
0.0,200,40.070937
0.0,200,40.45191
0.0,200,40.806403
0.0,200,41.194219
0.0,200,41.577692
0.0,200,45.695284
0.0,200,49.355695
0.0,200,49.811445
0.0,200,50.245193
0.0,200,50.597245
0.0,200,50.968789
0.0,200,52.067335
0.0,200,52.476253
0.0,200,52.861527
0.0,200,53.227283
0.0,200,53.612399
0.0,200,57.178823
0.0,200,58.420393
0.0,200,58.855084
0.0,200,59.266212
0.0,200,59.666941
0.0,200,60.023275
0.0,200,60.435014
0.0,200,61.544477
0.0,200,61.953644
0.0,200,62.428569
0.0,200,66.00049
0.0,200,66.425394
0.0,200,66.971829
0.0,200,67.330862
0.0,200,68.541198
0.0,200,68.961534
0.0,200,69.386735
0.0,200,69.786295
0.0,200,70.256428
0.0,200,70.701254
0.0,200,75.004022
0.0,200,75.385238
0.0,200,75.786248
0.0,200,76.192147
0.0,200,76.55235
0.0,200,76.958304
0.0,200,81.063794
0.0,200,81.518546
0.0,200,81.971451
0.0,200,82.383681
0.0,200,82.758079
0.0,200,86.287402
0.0,200,87.482455
0.0,200,87.854582
0.0,200,88.240625
0.0,200,88.663486
0.0,200,89.141377
0.0,200,89.679404
0.0,200,90.084713
0.0,200,91.238237
0.0,200,91.636731
0.0,200,95.331153
0.0,200,95.759516
0.0,200,96.165546
0.0,200,96.566712
0.0,200,97.684815
0.0,200,98.062467
0.0,200,98.481803
0.0,200,98.858409
0.0,200,99.238358
0.0,200,99.603369
0.0,200,103.834008
0.0,200,104.268955
0.0,200,104.643161
0.0,200,105.134526
0.0,200,105.542898
0.0,200,106.013235
0.0,200,107.175551
0.0,200,107.574482
0.0,200,108.000014
0.0,200,108.370238
0.0,200,111.880934
0.0,200,112.283182
0.0,200,112.643152
0.0,200,117.108627
0.0,200,117.606296
0.0,200,118.020271
0.0,200,118.450319
0.0,200,118.873035
0.0,200,119.258759
0.0,200,120.458935
0.0,200,120.85452
0.0,200,124.487207
0.0,200,124.902511
0.0,200,125.345032
0.0,200,125.754467
0.0,200,126.870757
0.0,200,127.308448
0.0,200,127.697931
0.0,200,128.111815
0.0,200,128.488767
0.0,200,129.015167
0.0,200,133.244864
0.0,200,133.599648
0.0,200,134.009124
0.0,200,134.413162
0.0,200,134.783038
0.0,200,135.178451
0.0,200,135.626062
0.0,200,136.738714
0.0,200,137.200082
0.0,200,137.606577
0.0,200,141.23067
0.0,200,141.678794
0.0,200,142.068392
0.0,200,143.20472
0.0,200,143.600423
0.0,200,144.065768
0.0,200,144.466466
0.0,200,144.856076
0.0,200,145.252176
0.0,200,146.450614
0.0,200,153.474986
0.0,200,153.892254
0.0,200,154.311268
0.0,200,154.74815
0.0,200,155.139286
0.0,200,156.306827
0.0,200,156.719921
0.0,200,157.135921
0.0,200,157.561702
0.0,200,157.998573
0.0,200,158.369448
0.0,200,162.014422
0.0,200,163.269466
0.0,200,163.639567
0.0,200,164.121862
0.0,200,164.574523
0.0,200,165.017735
0.0,200,165.449929
0.0,200,166.653353
0.0,200,167.013841
0.0,200,167.382905
0.0,200,171.025183
0.0,200,171.489402
0.0,200,171.916807
0.0,200,173.064045
0.0,200,173.439714
0.0,200,173.833477
0.0,200,174.315816
0.0,200,174.732995
0.0,200,175.158339
0.0,200,176.342053
