#{"t_start": 1779962548.7666326, "env_id": "None"}
r,l,t
-111.974174,200,1.026196
-99.141262,200,1.577472
-107.891494,200,2.089532
-159.683668,200,2.513253
-136.391672,200,2.964762
-114.15768,200,3.456417
-113.091807,200,5.231755
-148.112462,200,5.71099
-134.156015,200,6.133388
-135.461345,200,6.600034
-124.408918,200,10.06452
-111.932222,200,10.493104
-129.434311,200,12.44254
-131.195171,200,12.883281
-169.985238,200,13.327797
-141.800123,200,13.81481
-96.038922,157,14.158364
-147.451429,200,14.516645
-162.419942,200,19.376584
-154.508104,200,19.835382
-151.241284,200,23.462828
-118.244179,200,23.892365
-121.942407,200,24.379848
-128.235841,200,24.79847
-148.974247,200,25.296158
-159.972046,200,28.24105
-162.607559,200,28.735454
-102.51459,200,29.14963
-105.288327,200,29.573568
-130.989362,200,30.00929
-148.132777,200,33.547881
-121.928348,200,35.681949
-169.823735,200,36.192961
-159.962676,200,36.619077
-126.604435,200,37.242169
-155.719091,200,37.677414
-173.048995,200,38.234526
-125.261489,200,40.434922
-110.8496,200,40.911711
-159.585942,200,41.371612
-130.107029,200,41.818237
-121.439126,200,45.417959
-122.19019,200,45.88426
-134.511997,200,48.060794
-127.990699,200,48.603445
-110.511699,200,49.060594
-135.10823,200,49.513943
-105.328433,200,50.054589
-124.605917,200,53.558329
-107.611552,200,53.932629
-119.099624,200,56.169327
-145.8761,200,59.699298
-123.981308,200,60.163923
-144.8667,200,60.628444
-115.260436,200,61.174554
-138.007619,200,61.847182
-152.890339,200,63.954164
-125.486199,200,64.467833
-140.095094,200,64.956763
-122.160518,200,65.47405
-165.361648,200,66.005364
-136.524641,200,69.481544
-152.146056,200,71.488157
-155.08989,200,71.997619
-143.907343,200,72.493374
-123.856255,200,72.971488
-119.85913,200,73.484979
-78.206221,200,73.968127
-144.417739,200,75.999402
-113.812458,200,76.529571
-127.319954,200,76.967455
-114.079446,200,80.609202
-133.682451,200,80.967595
-120.67346,200,81.415488
-153.165333,200,81.894408
-76.400981,200,83.914356
-146.827779,200,84.427986
-117.251556,200,84.925034
-93.577764,200,88.274103
-113.408403,200,88.76816
-116.402762,200,89.32419
-81.028662,200,91.358766
-106.389333,200,94.889137
-181.046349,200,95.431411
-123.724531,200,95.972839
-95.146923,200,96.522137
-95.256855,200,96.993818
-117.248775,200,98.910373
-133.234907,200,99.568766
-109.929001,200,100.047402
-51.493064,200,100.676308
-135.995102,200,101.256777
-70.581372,200,104.686581
-85.647785,200,106.445519
-87.773543,200,106.874342
-100.2202,200,107.325246
-124.3092,200,107.751513
-93.046752,200,108.162429
-90.49163,200,108.612987
-107.370625,200,109.100485
-103.217919,200,110.940411
-83.805827,200,111.458915
-92.861122,200,115.15335
-64.749621,200,115.8152
-91.54437,200,116.360672
-71.296426,200,116.828619
-84.628376,200,118.806308
-84.459542,200,119.434016
-90.604022,200,119.982347
-26.723383,115,120.292583
-70.626577,200,123.77862
-114.085842,200,124.322453
-115.033061,200,125.010466
-59.318053,200,130.536898
-87.742911,200,131.110739
-84.921997,200,131.620013
-94.312002,200,132.062508
-110.43832,200,132.534427
-94.485222,200,132.981958
-68.408609,200,134.897758
-90.90823,200,135.603858
-15.291589,62,135.785483
-88.846843,200,136.333108
-62.629703,200,136.742802
-88.001547,200,140.592247
-95.138848,200,141.0646
-51.414494,200,143.118122
-96.045143,200,143.700043
-80.302516,200,144.225396
-60.422463,200,144.748992
-69.187446,200,145.220692
-64.209491,200,145.731133
-66.885224,200,147.530843
-90.726034,200,147.921741
-75.912994,200,151.64818
-75.25984,200,152.309836
-83.968469,200,152.915273
-74.08457,200,153.359445
-85.6223,200,155.165335
-77.939225,200,155.585576
-79.777708,200,158.948237
-55.651385,200,159.491427
-84.940816,200,160.076757
-68.26108,200,160.625625
-92.575767,200,164.381367
-70.325469,200,166.27763
-70.580915,200,166.701985
-64.926888,200,167.129709
-69.225217,200,167.500771
-48.115536,170,167.981818
-56.093051,200,168.591182
-43.724545,200,170.493287
-106.602834,200,170.901606
-53.088842,200,171.465123
-71.122153,200,171.90458
3.769763,24,175.152651
-68.391032,200,175.557534
9.719103,4,175.56405
-65.296583,200,175.987218
-1.943419,55,176.121136
-71.265624,200,177.577761
-80.273318,200,177.954878
-95.440794,200,178.468972
-73.517188,200,179.021809
-52.22911,200,179.448889
-74.105849,200,179.991288
-99.487828,200,181.72239
-13.977041,58,181.893004
-65.776701,200,185.447823
7.301492,13,185.471215
-83.862611,200,185.957248
-12.145959,115,186.262007
-69.251125,200,186.773701
-55.848083,200,187.293391
-65.667582,200,189.047159
-50.119743,200,189.609047
-80.029216,200,190.071487
-43.045868,200,190.486524
-61.804507,200,190.932385
-37.720389,140,191.163721
-65.778258,200,197.710483
-58.67059,200,199.379754
-72.678233,200,199.786297
-77.960925,200,200.237173
-60.929458,200,200.610374
-30.121528,196,201.083314
-63.743481,200,201.621718
-66.84903,200,203.570334
-88.428953,200,204.049388
-48.448154,200,204.387892
-56.037755,200,207.887549
-53.44299,200,208.263205
-58.470127,200,208.669132
3.918961,35,208.734502
-65.521518,200,210.55842
-66.899585,200,210.993028
-36.885545,200,211.507849
-6.742825,96,211.739734
-32.977579,135,212.032459
-74.358568,200,212.454443
-38.589221,195,212.896839
-53.044687,200,214.74666
5.460669,28,214.789231
