#{"t_start": 1779962548.6625922, "env_id": "None"}
r,l,t
-191.905069,200,1.129889
-142.362235,200,1.68121
-149.531303,200,2.193275
-101.239573,200,2.616961
-111.158133,152,2.951546
-120.994446,200,3.418115
-167.941938,200,5.248828
-93.135502,200,5.67261
-168.414485,200,6.133154
-190.328734,200,6.602108
-145.543145,200,10.07916
-156.898705,200,10.479601
-177.631605,200,12.407631
-139.358332,200,12.883708
9.698963,5,12.896169
-101.350261,193,13.330868
-170.289975,200,13.795804
-137.355455,200,14.251462
-117.005316,200,14.607225
-154.480289,200,18.042703
-133.831903,200,19.923242
-134.907605,200,23.551417
-125.871496,200,23.984553
-120.808647,200,24.467209
-136.42626,200,24.884504
-122.533035,200,25.382143
-172.152926,200,28.313593
-149.357099,200,28.825466
-170.53759,200,29.242293
-131.037158,200,29.663112
-135.291625,200,30.097626
-121.86844,200,33.639264
-131.768303,200,35.759039
-145.494591,200,36.285308
-135.384649,200,36.706192
-119.624348,200,37.323426
-113.93143,200,37.760139
-114.153892,200,38.315735
-173.980257,200,40.518239
-132.845456,200,40.999942
-141.881579,200,41.463413
-162.934931,200,41.894486
-118.087613,200,45.504931
-161.295758,200,45.972304
-128.973433,200,46.462766
-149.393877,200,48.694965
-124.683391,200,49.144056
-136.363763,200,49.605492
-162.371596,200,50.133153
-143.353028,200,53.649657
-109.058733,200,54.023832
-128.805014,200,56.258078
-129.979409,200,59.787854
-120.591546,200,60.255098
-111.294662,200,60.706355
-133.17207,200,61.259941
-147.618388,200,61.932278
-121.402393,200,64.038461
-113.03592,200,64.555183
-104.915598,200,65.043996
-111.837381,200,65.564368
-136.520229,200,66.091852
-94.509994,200,69.571248
-148.088147,200,71.570944
-120.089501,200,72.082875
-102.159711,200,72.584085
-120.856416,200,73.056652
-92.519169,200,73.577494
-134.524778,200,74.052386
-136.471895,200,74.561637
-81.080172,200,76.613117
-84.430553,200,77.059984
-93.708913,200,80.696445
-102.662004,200,81.057526
-123.293699,200,81.501528
-129.772117,200,81.980231
-110.172929,200,83.996884
-151.331799,200,84.514193
-101.586652,200,85.012122
-85.364533,200,85.423257
-84.054167,200,88.85374
-117.260684,200,89.410824
6.478929,19,89.453387
-100.861863,200,91.487628
-102.22343,200,95.031177
-111.055423,200,95.563782
-63.056767,200,96.111128
-109.015045,200,96.65156
-71.250751,182,97.081234
-97.397927,200,98.995982
-122.868017,200,99.658184
8.278032,11,99.682724
9.980446,1,99.684858
-159.264507,200,100.171785
-137.460083,200,100.802441
-127.220819,200,101.373914
-63.994257,200,104.800041
-104.598736,200,106.561467
-64.318776,200,106.995806
-122.126705,200,107.443277
-25.972737,140,107.707316
-79.799336,200,108.155047
-100.881791,200,108.593934
5.541116,16,108.628991
-137.910701,200,109.145852
-89.413606,200,110.928002
-137.097132,200,111.455025
-104.452512,196,115.134454
-93.699621,200,115.789023
-145.273317,200,116.321574
8.622127,11,116.359007
-87.44293,200,116.865333
5.882047,19,116.906574
-87.737469,200,118.864736
-76.588303,200,119.491044
-56.168839,200,120.0649
-116.320954,200,120.62321
-96.270156,200,124.099381
-84.571528,200,124.701253
-93.353311,200,130.106198
-117.729978,200,130.85217
-58.474259,200,131.385941
-63.661976,200,131.867914
-77.977757,200,132.349693
-76.384352,200,132.853946
-65.702268,200,133.285105
-86.045194,200,135.270515
-58.545534,200,135.915379
-97.251864,200,136.457585
-97.220659,200,136.867325
-74.94167,200,140.7377
-67.476665,200,141.195892
-95.640662,200,143.252944
-80.499734,200,143.844223
-39.209551,158,144.263844
-68.602915,200,144.783806
-64.797355,200,145.255856
-64.529981,200,145.772429
-72.213447,200,147.577571
-62.467986,200,147.958032
1.438358,32,148.028433
-76.173352,200,151.755396
-73.787026,200,152.416133
-83.85203,200,153.021225
-99.584504,200,153.465275
-72.248335,200,155.27122
-78.568082,200,155.691257
-71.96088,200,159.056443
-86.15623,200,159.597518
-87.986525,200,160.184744
-36.527063,195,160.721327
-92.806113,200,164.473095
-57.283656,200,166.372508
-85.252319,200,166.796377
-96.94079,200,167.219079
-91.306793,200,167.595877
7.462057,14,167.62175
-102.334096,200,168.1972
-12.841777,98,168.509486
-98.89253,200,170.484993
-76.705419,200,170.898541
-67.274806,200,171.373626
-64.367239,200,171.821547
-60.132302,200,175.467446
-80.224678,200,175.867947
-94.851561,200,176.412823
-63.981179,200,177.769857
-48.232953,200,178.204855
-59.930878,200,178.734253
-18.396528,109,179.060359
-56.351462,200,179.483295
-64.717752,200,180.010664
-42.056678,199,181.761534
-12.86039,52,181.874744
-80.393259,200,185.478272
-83.525319,200,185.895508
-48.402613,200,186.452064
5.640713,29,186.50544
-80.350761,200,187.00072
-55.604387,200,187.493755
-83.000623,200,189.320717
-42.206664,163,189.760461
-67.608305,200,190.208665
-50.745211,200,190.623697
-47.991538,200,191.071885
-55.007793,200,191.414212
-85.694012,200,198.032598
-51.69753,200,199.687095
-78.526549,200,200.076682
-9.062726,73,200.250686
-46.085293,200,200.627155
-49.666323,200,201.049995
9.010567,8,201.075449
-62.729737,200,201.642452
-25.435384,139,202.001052
-25.267321,149,203.822024
-93.051688,200,204.257484
-36.944209,200,204.592455
-77.628645,200,208.083629
9.54571,5,208.092487
-31.142617,200,208.545868
-56.517569,200,208.890839
-14.388548,84,209.089907
-60.687371,200,210.850183
-3.367564,70,211.033843
-69.823141,200,211.544849
9.389102,7,211.568644
-51.426209,200,212.058639
-62.202246,200,212.46641
-52.41912,200,212.880608
4.879325,24,212.958058
-28.778389,173,213.364545
