#{"t_start": 1779754489.1025734, "env_id": "None"}
r,l,t
-40.726374,200,2.172851
-95.768295,200,2.696326
-23.52678,200,3.178951
-80.205996,200,3.617292
-92.103231,200,4.029762
-37.989659,200,4.392641
-81.394041,200,5.61898
-86.927745,200,6.084471
-37.34232,200,6.492321
-41.179236,200,6.83677
-46.901395,200,10.737658
-61.698493,200,11.15647
-81.416211,200,15.315092
-55.831484,200,15.733128
-99.416377,200,16.204831
-95.070329,200,16.666724
-72.281803,200,17.130121
-48.480255,200,17.577216
-46.680179,200,18.781817
-51.972776,200,19.272581
-47.562496,200,22.805303
-82.500215,200,23.246958
-61.830583,200,23.658974
-71.243731,200,24.062924
-49.954301,200,24.576054
-51.424391,200,25.716988
-63.064369,200,26.197331
-23.629416,200,26.596895
-105.895585,200,27.031101
-72.143813,200,27.487543
-71.632532,200,31.15616
-72.686333,200,32.320458
-75.741872,200,32.763979
-75.5883,200,33.235776
-81.772972,200,33.827978
-75.012803,200,34.288872
-57.262961,200,34.724019
-19.634567,200,35.924972
-50.25107,200,36.402264
-69.289095,200,36.765735
-68.014936,200,40.622784
-50.217884,200,41.12286
-88.188242,200,41.509902
-86.124839,200,42.706314
-67.758679,200,43.143076
-72.275847,200,43.606773
-80.178615,200,44.024824
-51.703814,200,44.443034
-55.767326,200,44.824074
-56.115681,200,45.296184
-73.638302,200,46.898305
-52.09955,200,54.592813
-76.702874,200,55.237203
-70.465363,200,55.802812
-40.959027,200,56.389346
-77.653101,200,56.904615
-14.193483,159,58.028538
-72.735631,200,58.572463
-72.879433,200,59.071961
-34.654272,200,59.576293
-49.789183,200,59.987573
-73.718129,200,63.645564
-39.694436,200,64.877304
-78.186693,200,65.371213
-27.272089,200,65.865494
-45.759405,200,66.274348
-70.949972,200,66.686581
-59.871783,200,67.1941
-71.052768,200,68.332282
-43.175456,200,68.913808
9.782475,4,68.926415
-14.307247,200,69.341898
-13.405717,149,69.657276
-54.832992,200,73.448411
-64.614955,200,73.93909
-39.981276,200,74.385712
-47.738758,200,75.585981
-45.93151,200,76.140906
-21.929037,200,76.705399
-23.779514,200,77.317334
-82.663088,200,77.843452
-20.701846,200,78.259475
-34.875827,200,79.503534
-56.302175,200,86.787935
-38.299294,200,87.250216
-30.617416,200,87.78234
-54.915545,200,88.280385
-57.568027,200,88.761015
-38.902072,200,90.029245
-70.894082,200,90.476216
-90.384177,200,90.936225
-69.068807,200,91.452992
-32.997757,200,91.881585
-35.707603,200,96.043728
-67.089921,200,96.553703
-68.586738,200,97.819366
-31.249046,200,98.46161
-21.522622,200,98.89979
-41.141663,200,99.418494
-36.063545,200,99.91079
-37.720068,200,100.328701
-18.63229,200,101.575435
-28.789872,200,102.18601
-39.316369,200,106.126729
-33.452254,200,106.681374
-50.008004,200,107.252498
-33.890747,200,107.799991
-36.212315,200,108.933878
-21.251294,200,109.383086
-4.443508,127,109.671208
-4.018841,120,109.960245
-58.05982,200,110.468396
-62.288444,200,110.862286
-19.135924,200,111.378538
-53.071466,200,115.958585
-33.512116,200,116.547139
-72.790948,200,117.111807
-20.309085,200,117.732554
-83.211728,200,118.187549
-61.701218,200,121.701867
-51.40825,200,122.9199
-2.992511,111,123.16451
-61.215633,200,123.647734
-38.672961,200,124.028067
-43.470966,200,124.423208
-3.46588,136,127.964766
-40.004801,200,128.380278
7.790687,26,128.426797
-10.933475,195,129.542253
-14.493491,143,129.896868
3.638271,91,130.121985
-20.908221,200,130.501497
-60.828688,200,131.001242
-25.787888,200,131.571103
-48.338411,200,132.034683
-0.425836,104,132.233218
-36.425137,200,133.142197
-17.17442,200,133.556748
-63.728484,200,137.149519
-62.804066,200,137.618882
-41.216438,200,138.108593
-50.868276,200,138.495707
-53.65075,200,139.523958
-34.843705,200,139.929705
-26.205983,200,140.367968
-21.138395,200,140.760391
-42.629231,200,141.175378
-4.558711,99,141.426292
-2.879649,92,141.598902
-34.020545,200,145.881354
-66.830072,200,146.329121
-28.771254,200,146.791471
-2.682894,110,147.013162
-14.951828,153,147.392838
-40.312806,200,147.891305
-10.134513,161,148.19831
-36.545956,200,148.622564
0.723113,68,149.287156
-17.380841,177,149.717196
-4.17888,121,149.973104
-11.758224,155,150.355835
-64.155539,200,150.798495
-34.419441,200,157.412684
0.561912,82,157.651095
-40.921916,200,158.153955
-43.073834,200,159.11586
-2.927155,96,159.355224
-40.996617,200,159.750419
-45.285162,200,160.258298
4.947116,52,160.360339
-61.111749,200,160.746961
-0.830164,132,161.01519
-3.086351,99,161.237383
-54.249069,200,162.148019
-61.077029,200,162.539536
