#{"t_start": 1779754489.2561893, "env_id": "None"}
r,l,t
-97.897103,200,2.020087
-83.956317,200,2.543228
-60.488103,200,3.026178
-71.944105,200,3.464192
-87.051644,200,3.876812
-97.307816,200,4.239557
-53.999146,200,5.466223
-102.972513,200,5.931383
-52.706703,200,6.339231
-79.665072,200,6.683683
-70.742577,200,10.584949
-79.295031,200,11.003401
-55.36152,200,15.162014
-66.519082,200,15.580095
-56.876876,200,16.05178
-85.201098,200,16.513641
-48.916419,200,16.977372
-51.234164,200,17.424398
-23.775602,200,18.629227
-55.888685,200,19.119788
-84.30051,200,22.652265
-66.440284,200,23.093894
-69.554437,200,23.506067
-71.324186,200,23.909858
-84.73349,200,24.423345
-32.366908,200,25.563975
-58.511622,200,26.044463
-58.731971,200,26.443891
-35.111611,200,26.878059
-58.325708,200,27.334536
-65.906951,200,31.003692
-90.522717,200,32.167434
-45.041977,200,32.611241
-44.887859,200,33.082839
-79.65762,200,33.674931
-50.386863,200,34.136185
-38.05891,200,34.570989
-65.281542,200,35.771913
-100.536599,200,36.249196
-40.673709,200,36.612739
-67.739437,200,40.469597
-50.53797,200,40.969678
-47.21926,200,41.356755
-29.042726,200,42.553432
-67.162789,200,42.990241
-46.324369,200,43.453669
-40.686608,200,43.871943
-49.464507,200,44.289848
-91.913814,200,44.671237
-51.506451,200,45.143373
-86.080348,200,46.745598
-32.193591,200,54.439878
-63.159583,200,55.084217
-35.874312,200,55.650383
-39.75306,200,56.236482
-43.753225,200,56.751773
-47.089724,200,57.986636
-66.164234,200,58.527553
-43.291354,200,59.05073
-27.555884,200,59.542832
-55.387352,200,59.918397
-49.763022,200,63.616564
-56.744642,200,64.833223
-60.884707,200,65.301013
-70.852733,200,65.791455
-74.623896,200,66.192734
-35.148277,200,66.631004
-53.810275,200,67.114674
-75.167643,200,68.278654
-44.956635,200,68.848012
-58.052943,200,69.291706
-58.375819,200,73.100387
-34.620173,200,73.503066
-85.775766,200,73.974581
-61.372611,200,74.468641
-42.08183,200,75.69209
-50.877725,200,76.227829
-42.619906,200,76.829442
-67.387274,200,77.410545
-34.825241,200,77.881477
-70.539335,200,78.341163
-74.745638,200,86.360225
-85.35231,200,86.85915
-50.167185,200,87.343538
-34.982046,200,87.83628
-41.663295,200,88.34444
-32.104164,200,88.846485
-48.79488,200,90.095304
-53.061899,200,90.528109
-55.037815,200,91.014078
-71.608366,200,91.492414
-49.637629,200,91.928733
-66.472312,200,96.090586
-26.71458,200,97.381087
-32.326537,200,97.92758
-20.463552,200,98.500276
-27.079841,200,98.943109
-55.625704,200,99.495665
-48.261666,200,99.954885
-31.814494,200,100.372907
-46.006786,200,101.678966
-45.789936,200,102.212222
-67.615689,200,106.228002
-34.248931,200,106.759853
-28.359663,200,107.325267
-23.482957,200,107.814425
-55.525416,200,108.960043
9.800761,4,108.967517
-49.102672,200,109.446
-70.493108,200,109.938818
-96.40607,200,110.400731
-31.3865,200,110.842157
1.837215,74,111.052063
-77.523219,200,111.504313
5.959778,54,115.759815
-22.493585,200,116.309409
-77.9103,200,116.87374
-54.70671,200,117.494635
-57.899105,200,117.987694
4.705947,69,118.147959
-67.894548,200,121.636019
-56.048545,200,122.853758
-62.400613,200,123.348879
8.045556,23,123.389526
-9.713935,196,123.780738
-44.248615,200,124.160903
3.278105,75,124.310708
-31.664839,200,127.998646
-23.127227,200,128.382048
-27.652507,200,129.578821
-1.018434,114,129.841918
-65.096059,200,130.224688
-3.023466,89,130.468453
-67.710375,200,130.939305
-29.788665,200,131.480165
-43.248783,200,131.948287
3.853624,59,132.066205
-43.683998,200,132.975391
-5.646531,125,133.244726
-6.915212,158,136.74593
-16.447222,200,137.139416
-71.779254,200,137.69232
-40.257605,200,138.086031
-37.912138,200,138.499776
-63.854636,200,139.536415
-59.284177,200,139.947421
0.524546,95,140.156464
-84.564754,200,140.543271
-44.626008,200,140.931229
-59.096321,200,141.410166
-19.26786,193,145.089589
-67.556211,200,146.120506
-13.31546,175,146.532037
-61.125301,200,146.934149
-0.440831,99,147.209525
-29.739687,200,147.708554
-53.048853,200,148.08205
-35.326069,200,149.040373
-21.573584,193,149.490733
-3.867968,107,149.736225
-3.017431,87,149.932297
-49.313534,200,150.448107
-0.799515,84,150.591803
-19.158247,165,157.145646
-3.969497,112,157.419001
-66.0385,200,157.90242
3.943571,61,158.112802
-13.159381,146,158.911111
-17.083373,200,159.354871
-12.579544,152,159.676633
-30.678246,200,160.168635
-29.245213,200,160.554745
-44.227959,200,160.984283
-10.069619,129,161.279393
-40.696916,200,162.142264
