#{"t_start": 1779754489.196637, "env_id": "None"}
r,l,t
-52.049504,200,2.079208
-70.475417,200,2.602525
-69.481361,200,3.085308
-60.939977,200,3.523486
-65.497543,200,3.936035
-62.248087,200,4.298849
-96.197168,200,5.525341
-62.537037,200,5.990671
-68.76614,200,6.398523
-75.721154,200,6.742971
-76.150999,200,10.644033
-63.553755,200,11.06268
-74.401885,200,15.221302
-57.141193,200,15.639335
-48.936265,200,16.111073
-66.530772,200,16.572926
-77.66953,200,17.036479
-42.370467,200,17.483495
-33.225648,200,18.688339
-71.713783,200,19.178912
-76.601864,200,22.711529
-83.003603,200,23.153172
-71.275595,200,23.565217
-75.612983,200,23.969136
-59.404121,200,24.482452
-62.973375,200,25.623255
-33.716602,200,26.103601
-81.015504,200,26.503135
-71.989809,200,26.937305
-85.532526,200,27.393749
-66.726234,200,31.062699
-81.479151,200,32.226708
-40.347899,200,32.670353
-89.986899,200,33.142084
-88.707556,200,33.734206
-26.397056,200,34.195266
-101.13383,200,34.630233
-75.956177,200,35.831184
-45.607435,200,36.308466
-39.690979,200,36.671956
5.91814,52,36.767358
-68.319856,200,40.633988
-45.58349,200,41.130589
-52.6765,200,41.498767
-71.52827,200,42.70627
-29.38162,200,43.186308
-75.488481,200,43.618373
-58.493141,200,44.017431
-56.064204,200,44.432709
-75.973927,200,44.842669
-72.316164,200,46.159798
-80.207131,200,54.064513
-24.685975,200,54.637089
-55.192466,200,55.293771
-59.056456,200,55.83345
-60.495392,200,56.417271
-82.387881,200,57.66891
-90.202814,200,58.186643
-39.30765,200,58.692666
-59.216996,200,59.243928
-40.832933,200,59.691562
-92.052585,200,60.079195
-81.14311,200,63.821292
-70.914645,200,64.981925
-55.186823,200,65.495724
-100.77787,200,65.943591
-48.272396,200,66.337477
-66.146954,200,66.79928
-51.054684,200,67.258306
-64.692275,200,68.472103
-25.915915,200,69.002462
-69.966077,200,69.448302
-89.137372,200,73.250329
-56.420325,200,73.706879
-37.567154,200,74.165946
-78.32936,200,75.386872
-58.844848,200,75.887381
-54.02447,200,76.440573
-62.114242,200,77.058932
-53.326968,200,77.598022
-87.266268,200,78.040803
-29.720549,200,79.240093
-64.853046,200,86.538575
-56.996196,200,87.0191
-86.998826,200,87.552879
-39.649833,200,88.032009
-34.485776,200,88.522561
-42.016312,200,89.071018
-57.177847,200,90.249928
-33.953857,200,90.699
-42.823792,200,91.220853
-45.976748,200,91.667071
-21.333517,200,95.769688
-22.922422,200,96.266263
-36.679907,200,97.575871
-21.336013,200,98.16801
-95.811307,200,98.682389
-77.404534,200,99.153932
-44.306571,200,99.702159
-65.01256,200,100.1078
-76.939394,200,101.33809
-44.981653,200,101.909885
-41.505219,200,102.365526
-7.642468,137,106.249933
-22.172163,200,106.795998
-61.779769,200,107.356486
-48.054645,200,107.853216
-52.901566,200,108.998588
-21.107438,200,109.478075
-40.383135,200,109.958503
-26.343139,200,110.429672
-14.386194,162,110.754615
-43.702397,200,111.263377
-64.22568,200,115.851979
-34.350603,200,116.432709
-44.399316,200,116.994955
-48.585102,200,117.615523
-62.491541,200,118.080956
-78.177719,200,121.59305
-2.886691,192,122.100615
-57.377178,200,123.280443
-55.989755,200,123.681114
-60.580124,200,124.075618
-31.161487,200,124.49046
-16.757814,187,128.139431
-46.54993,200,128.515188
1.78885,66,128.682456
-57.793532,200,129.872971
-13.98945,160,130.191561
-45.339408,200,130.702716
-7.837328,153,131.034963
-75.663603,200,131.562241
-67.879635,200,132.025816
-23.951401,200,132.92507
-32.591823,200,133.356704
-47.844654,200,136.94805
-80.620635,200,137.397264
-35.050405,200,137.905646
-44.354591,200,138.281923
-64.243513,200,139.274028
-43.227395,200,139.725078
-41.118644,200,140.159985
-29.821322,200,140.556693
-45.120088,200,140.946565
-42.976375,200,141.408693
-58.379385,200,145.1164
-28.769696,200,146.12192
-6.365032,150,146.482862
-0.316767,87,146.681173
-2.700277,105,146.893402
-43.640227,200,147.366559
-5.355019,132,147.727815
-43.354797,200,148.10946
-59.265818,200,148.53375
-33.059651,200,149.529504
-49.029367,200,149.981168
-43.07456,200,150.497254
-22.128652,200,157.107576
9.545293,8,157.122971
-20.382821,184,157.544473
-13.192549,165,157.941929
-3.981728,114,158.735119
-6.984589,123,159.005708
-25.184177,200,159.449954
-25.612068,190,159.872564
-42.405357,200,160.345109
-22.135693,192,160.702103
7.750417,26,160.747217
-5.764427,120,161.035065
-0.397856,82,161.19433
-59.744255,200,162.102919
